Comunidades y Ciudades Autónomas;Periodo;Total
09 Cataluña;1946M03;33
09 Cataluña;1946M02;3164
09 Cataluña;1946M01;3988
09 Cataluña;1945M12;3706
09 Cataluña;1945M11;285
09 Cataluña;1945M10;2561
09 Cataluña;1945M09;2363
09 Cataluña;1945M08;2491
09 Cataluña;1945M07;2516
09 Cataluña;1945M06;2322
09 Cataluña;1945M05;2498
09 Cataluña;1945M04;2645
09 Cataluña;1945M03;3205
09 Cataluña;1945M02;338
09 Cataluña;1945M01;4711
09 Cataluña;1944M12;3155
09 Cataluña;1944M11;2957
09 Cataluña;1944M10;2865
09 Cataluña;1944M09;2541
09 Cataluña;1944M08;2833
09 Cataluña;1944M07;2571
09 Cataluña;1944M06;2467
09 Cataluña;1944M05;2875
09 Cataluña;1944M04;2833
09 Cataluña;1944M03;3987
09 Cataluña;1944M02;3699
09 Cataluña;1944M01;5347
09 Cataluña;1943M12;4023
09 Cataluña;1943M11;3132
09 Cataluña;1943M10;2794
09 Cataluña;1943M09;2397
09 Cataluña;1943M08;2466
09 Cataluña;1943M07;2446
09 Cataluña;1943M06;2205
09 Cataluña;1943M05;2413
09 Cataluña;1943M04;2591
09 Cataluña;1943M03;3141
09 Cataluña;1943M02;3077
09 Cataluña;1943M01;3896
09 Cataluña;1942M12;3962
09 Cataluña;1942M11;2943
09 Cataluña;1942M10;2796
09 Cataluña;1942M09;2602
09 Cataluña;1942M08;2655
09 Cataluña;1942M07;2776
09 Cataluña;1942M06;2679
09 Cataluña;1942M05;2936
09 Cataluña;1942M04;3253
09 Cataluña;1942M03;4574
09 Cataluña;1942M02;5018
09 Cataluña;1942M01;4818
09 Cataluña;1941M12;3907
09 Cataluña;1941M11;3518
09 Cataluña;1941M10;2959
09 Cataluña;1941M09;2761
09 Cataluña;1941M08;2798
09 Cataluña;1941M07;3011
09 Cataluña;1941M06;2608
09 Cataluña;1941M05;2935
09 Cataluña;1941M04;3074
09 Cataluña;1941M03;3592
09 Cataluña;1941M02;3901
09 Cataluña;1941M01;5786
10 Comunitat Valenciana;1974M12;3757
10 Comunitat Valenciana;1974M11;2613
10 Comunitat Valenciana;1974M10;2407
10 Comunitat Valenciana;1974M09;21
10 Comunitat Valenciana;1974M08;2285
10 Comunitat Valenciana;1974M07;2361
10 Comunitat Valenciana;1974M06;2171
10 Comunitat Valenciana;1974M05;2454
10 Comunitat Valenciana;1974M04;2535
10 Comunitat Valenciana;1974M03;2656
10 Comunitat Valenciana;1974M02;258
10 Comunitat Valenciana;1974M01;312
10 Comunitat Valenciana;1973M12;3205
10 Comunitat Valenciana;1973M11;2453
10 Comunitat Valenciana;1973M10;2337
10 Comunitat Valenciana;1973M09;2068
10 Comunitat Valenciana;1973M08;2239
10 Comunitat Valenciana;1973M07;2261
10 Comunitat Valenciana;1973M06;2101
10 Comunitat Valenciana;1973M05;2264
10 Comunitat Valenciana;1973M04;2453
10 Comunitat Valenciana;1973M03;272
10 Comunitat Valenciana;1973M02;3028
10 Comunitat Valenciana;1973M01;3673
10 Comunitat Valenciana;1972M12;2709
10 Comunitat Valenciana;1972M11;2363
10 Comunitat Valenciana;1972M10;2339
10 Comunitat Valenciana;1972M09;1968
10 Comunitat Valenciana;1972M08;2105
10 Comunitat Valenciana;1972M07;2162
10 Comunitat Valenciana;1972M06;2079
10 Comunitat Valenciana;1972M05;2308
10 Comunitat Valenciana;1972M04;2308
10 Comunitat Valenciana;1972M03;2449
10 Comunitat Valenciana;1972M02;2721
10 Comunitat Valenciana;1972M01;3126
10 Comunitat Valenciana;1971M12;3765
10 Comunitat Valenciana;1971M11;3098
10 Comunitat Valenciana;1971M10;2078
10 Comunitat Valenciana;1971M09;1875
10 Comunitat Valenciana;1971M08;2363
10 Comunitat Valenciana;1971M07;2334
10 Comunitat Valenciana;1971M06;2272
10 Comunitat Valenciana;1971M05;2377
10 Comunitat Valenciana;1971M04;2373
10 Comunitat Valenciana;1971M03;2742
10 Comunitat Valenciana;1971M02;2488
10 Comunitat Valenciana;1971M01;3527
10 Comunitat Valenciana;1970M12;289
10 Comunitat Valenciana;1970M11;2341
10 Comunitat Valenciana;1970M10;2201
10 Comunitat Valenciana;1970M09;1813
10 Comunitat Valenciana;1970M08;215
10 Comunitat Valenciana;1970M07;217
10 Comunitat Valenciana;1970M06;2036
10 Comunitat Valenciana;1970M05;2209
10 Comunitat Valenciana;1970M04;2314
10 Comunitat Valenciana;1970M03;2924
10 Comunitat Valenciana;1970M02;2483
10 Comunitat Valenciana;1970M01;2906
10 Comunitat Valenciana;1969M12;3691
10 Comunitat Valenciana;1969M11;3193
10 Comunitat Valenciana;1969M10;2248
10 Comunitat Valenciana;1969M09;2026
10 Comunitat Valenciana;1969M08;2146
10 Comunitat Valenciana;1969M07;2138
10 Comunitat Valenciana;1969M06;1986
10 Comunitat Valenciana;1969M05;222
10 Comunitat Valenciana;1969M04;2398
10 Comunitat Valenciana;1969M03;2626
10 Comunitat Valenciana;1969M02;2543
10 Comunitat Valenciana;1969M01;286
10 Comunitat Valenciana;1968M12;2597
10 Comunitat Valenciana;1968M11;2267
10 Comunitat Valenciana;1968M10;1871
10 Comunitat Valenciana;1968M09;185
10 Comunitat Valenciana;1968M08;1948
10 Comunitat Valenciana;1968M07;21
10 Comunitat Valenciana;1968M06;1901
10 Comunitat Valenciana;1968M05;2194
10 Comunitat Valenciana;1968M04;2238
10 Comunitat Valenciana;1968M03;2937
10 Comunitat Valenciana;1968M02;2976
10 Comunitat Valenciana;1968M01;2941
10 Comunitat Valenciana;1967M12;2932
10 Comunitat Valenciana;1967M11;2292
10 Comunitat Valenciana;1967M10;1868
10 Comunitat Valenciana;1967M09;1792
10 Comunitat Valenciana;1967M08;2008
10 Comunitat Valenciana;1967M07;2105
10 Comunitat Valenciana;1967M06;1896
10 Comunitat Valenciana;1967M05;2332
10 Comunitat Valenciana;1967M04;2175
10 Comunitat Valenciana;1967M03;2365
10 Comunitat Valenciana;1967M02;2689
10 Comunitat Valenciana;1967M01;2946
10 Comunitat Valenciana;1966M12;2777
10 Comunitat Valenciana;1966M11;2382
10 Comunitat Valenciana;1966M10;2009
10 Comunitat Valenciana;1966M09;174
10 Comunitat Valenciana;1966M08;1929
10 Comunitat Valenciana;1966M07;1888
10 Comunitat Valenciana;1966M06;1996
10 Comunitat Valenciana;1966M05;2254
10 Comunitat Valenciana;1966M04;2518
10 Comunitat Valenciana;1966M03;2458
10 Comunitat Valenciana;1966M02;2173
10 Comunitat Valenciana;1966M01;254
10 Comunitat Valenciana;1965M12;2462
10 Comunitat Valenciana;1965M11;2166
10 Comunitat Valenciana;1965M10;1967
10 Comunitat Valenciana;1965M09;1706
10 Comunitat Valenciana;1965M08;1767
10 Comunitat Valenciana;1965M07;1885
10 Comunitat Valenciana;1965M06;1957
10 Comunitat Valenciana;1965M05;2117
10 Comunitat Valenciana;1965M04;209
10 Comunitat Valenciana;1965M03;262
10 Comunitat Valenciana;1965M02;2459
10 Comunitat Valenciana;1965M01;3079
10 Comunitat Valenciana;1964M12;2663
10 Comunitat Valenciana;1964M11;2244
10 Comunitat Valenciana;1964M10;1886
10 Comunitat Valenciana;1964M09;1325
10 Comunitat Valenciana;1964M08;2232
10 Comunitat Valenciana;1964M07;198
10 Comunitat Valenciana;1964M06;1705
10 Comunitat Valenciana;1964M05;1857
10 Comunitat Valenciana;1964M04;2196
10 Comunitat Valenciana;1964M03;2603
10 Comunitat Valenciana;1964M02;2779
10 Comunitat Valenciana;1964M01;2737
10 Comunitat Valenciana;1963M12;2587
10 Comunitat Valenciana;1963M11;1999
10 Comunitat Valenciana;1963M10;1793
10 Comunitat Valenciana;1963M09;1719
10 Comunitat Valenciana;1963M08;1737
10 Comunitat Valenciana;1963M07;1679
10 Comunitat Valenciana;1963M06;1792
10 Comunitat Valenciana;1963M05;2039
10 Comunitat Valenciana;1963M04;2114
10 Comunitat Valenciana;1963M03;2529
10 Comunitat Valenciana;1963M02;3028
10 Comunitat Valenciana;1963M01;31
10 Comunitat Valenciana;1962M12;3037
10 Comunitat Valenciana;1962M11;2296
10 Comunitat Valenciana;1962M10;1764
10 Comunitat Valenciana;1962M09;1553
10 Comunitat Valenciana;1962M08;1799
10 Comunitat Valenciana;1962M07;1819
10 Comunitat Valenciana;1962M06;1753
10 Comunitat Valenciana;1962M05;1854
10 Comunitat Valenciana;1962M04;2055
10 Comunitat Valenciana;1962M03;2544
10 Comunitat Valenciana;1962M02;2755
10 Comunitat Valenciana;1962M01;275
10 Comunitat Valenciana;1961M12;2606
10 Comunitat Valenciana;1961M11;2066
10 Comunitat Valenciana;1961M10;182
10 Comunitat Valenciana;1961M09;1611
10 Comunitat Valenciana;1961M08;1625
10 Comunitat Valenciana;1961M07;1694
10 Comunitat Valenciana;1961M06;1704
10 Comunitat Valenciana;1961M05;1835
10 Comunitat Valenciana;1961M04;1979
10 Comunitat Valenciana;1961M03;2132
10 Comunitat Valenciana;1961M02;209
10 Comunitat Valenciana;1961M01;2589
10 Comunitat Valenciana;1960M12;2508
10 Comunitat Valenciana;1960M11;208
10 Comunitat Valenciana;1960M10;193
10 Comunitat Valenciana;1960M09;159
10 Comunitat Valenciana;1960M08;1718
10 Comunitat Valenciana;1960M07;1732
10 Comunitat Valenciana;1960M06;167
10 Comunitat Valenciana;1960M05;1901
10 Comunitat Valenciana;1960M04;1864
10 Comunitat Valenciana;1960M03;2239
10 Comunitat Valenciana;1960M02;2781
10 Comunitat Valenciana;1960M01;2834
10 Comunitat Valenciana;1959M12;2432
10 Comunitat Valenciana;1959M11;1991
10 Comunitat Valenciana;1959M10;177
10 Comunitat Valenciana;1959M09;1508
10 Comunitat Valenciana;1959M08;167
10 Comunitat Valenciana;1959M07;1677
10 Comunitat Valenciana;1959M06;1654
10 Comunitat Valenciana;1959M05;1949
10 Comunitat Valenciana;1959M04;2231
10 Comunitat Valenciana;1959M03;2215
10 Comunitat Valenciana;1959M02;2144
10 Comunitat Valenciana;1959M01;2561
10 Comunitat Valenciana;1958M12;23
10 Comunitat Valenciana;1958M11;1957
10 Comunitat Valenciana;1958M10;1718
10 Comunitat Valenciana;1958M09;1502
10 Comunitat Valenciana;1958M08;1515
10 Comunitat Valenciana;1958M07;163
10 Comunitat Valenciana;1958M06;1544
10 Comunitat Valenciana;1958M05;1793
10 Comunitat Valenciana;1958M04;1974
10 Comunitat Valenciana;1958M03;2307
10 Comunitat Valenciana;1958M02;212
10 Comunitat Valenciana;1958M01;2861
10 Comunitat Valenciana;1957M12;256
10 Comunitat Valenciana;1957M11;2949
10 Comunitat Valenciana;1957M10;2753
10 Comunitat Valenciana;1957M09;1513
10 Comunitat Valenciana;1957M08;1603
10 Comunitat Valenciana;1957M07;1629
10 Comunitat Valenciana;1957M06;1566
10 Comunitat Valenciana;1957M05;1815
10 Comunitat Valenciana;1957M04;1784
10 Comunitat Valenciana;1957M03;2118
10 Comunitat Valenciana;1957M02;2558
10 Comunitat Valenciana;1957M01;2987
10 Comunitat Valenciana;1956M12;2585
10 Comunitat Valenciana;1956M11;2146
10 Comunitat Valenciana;1956M10;1773
10 Comunitat Valenciana;1956M09;1493
10 Comunitat Valenciana;1956M08;1626
10 Comunitat Valenciana;1956M07;1772
10 Comunitat Valenciana;1956M06;1697
10 Comunitat Valenciana;1956M05;1903
10 Comunitat Valenciana;1956M04;1906
10 Comunitat Valenciana;1956M03;2748
10 Comunitat Valenciana;1956M02;3746
10 Comunitat Valenciana;1956M01;282
10 Comunitat Valenciana;1955M12;2341
10 Comunitat Valenciana;1955M11;2079
10 Comunitat Valenciana;1955M10;1915
10 Comunitat Valenciana;1955M09;1658
10 Comunitat Valenciana;1955M08;1791
10 Comunitat Valenciana;1955M07;1776
10 Comunitat Valenciana;1955M06;1676
10 Comunitat Valenciana;1955M05;1997
10 Comunitat Valenciana;1955M04;1992
10 Comunitat Valenciana;1955M03;2521
10 Comunitat Valenciana;1955M02;205
10 Comunitat Valenciana;1955M01;2348
10 Comunitat Valenciana;1954M12;2154
10 Comunitat Valenciana;1954M11;1853
10 Comunitat Valenciana;1954M10;1669
10 Comunitat Valenciana;1954M09;1532
10 Comunitat Valenciana;1954M08;1636
10 Comunitat Valenciana;1954M07;1672
10 Comunitat Valenciana;1954M06;1678
10 Comunitat Valenciana;1954M05;1816
10 Comunitat Valenciana;1954M04;1882
10 Comunitat Valenciana;1954M03;2154
10 Comunitat Valenciana;1954M02;2394
10 Comunitat Valenciana;1954M01;2693
10 Comunitat Valenciana;1953M12;1964
10 Comunitat Valenciana;1953M11;1801
10 Comunitat Valenciana;1953M10;1751
10 Comunitat Valenciana;1953M09;1652
10 Comunitat Valenciana;1953M08;177
10 Comunitat Valenciana;1953M07;1726
10 Comunitat Valenciana;1953M06;1664
10 Comunitat Valenciana;1953M05;19
10 Comunitat Valenciana;1953M04;2116
10 Comunitat Valenciana;1953M03;2795
10 Comunitat Valenciana;1953M02;2612
10 Comunitat Valenciana;1953M01;2994
10 Comunitat Valenciana;1952M12;2324
10 Comunitat Valenciana;1952M11;1914
10 Comunitat Valenciana;1952M10;1672
10 Comunitat Valenciana;1952M09;1565
10 Comunitat Valenciana;1952M08;1682
10 Comunitat Valenciana;1952M07;1684
10 Comunitat Valenciana;1952M06;1802
10 Comunitat Valenciana;1952M05;2043
10 Comunitat Valenciana;1952M04;2106
10 Comunitat Valenciana;1952M03;2533
10 Comunitat Valenciana;1952M02;253
10 Comunitat Valenciana;1952M01;2525
10 Comunitat Valenciana;1951M12;2342
10 Comunitat Valenciana;1951M11;2074
10 Comunitat Valenciana;1951M10;1939
10 Comunitat Valenciana;1951M09;1718
10 Comunitat Valenciana;1951M08;1685
10 Comunitat Valenciana;1951M07;1829
10 Comunitat Valenciana;1951M06;1768
10 Comunitat Valenciana;1951M05;2
10 Comunitat Valenciana;1951M04;2045
10 Comunitat Valenciana;1951M03;2656
10 Comunitat Valenciana;1951M02;3858
10 Comunitat Valenciana;1951M01;4097
10 Comunitat Valenciana;1950M12;2503
10 Comunitat Valenciana;1950M11;1994
10 Comunitat Valenciana;1950M10;1807
10 Comunitat Valenciana;1950M09;1695
10 Comunitat Valenciana;1950M08;1913
10 Comunitat Valenciana;1950M07;1901
10 Comunitat Valenciana;1950M06;2016
10 Comunitat Valenciana;1950M05;2237
10 Comunitat Valenciana;1950M04;2174
10 Comunitat Valenciana;1950M03;2362
10 Comunitat Valenciana;1950M02;2209
10 Comunitat Valenciana;1950M01;2655
10 Comunitat Valenciana;1949M12;2688
10 Comunitat Valenciana;1949M11;2271
10 Comunitat Valenciana;1949M10;2006
10 Comunitat Valenciana;1949M09;1917
10 Comunitat Valenciana;1949M08;2007
10 Comunitat Valenciana;1949M07;2133
10 Comunitat Valenciana;1949M06;1966
10 Comunitat Valenciana;1949M05;2193
10 Comunitat Valenciana;1949M04;2113
10 Comunitat Valenciana;1949M03;2672
10 Comunitat Valenciana;1949M02;2513
10 Comunitat Valenciana;1949M01;2825
10 Comunitat Valenciana;1948M12;2384
10 Comunitat Valenciana;1948M11;211
10 Comunitat Valenciana;1948M10;188
10 Comunitat Valenciana;1948M09;1691
10 Comunitat Valenciana;1948M08;1867
10 Comunitat Valenciana;1948M07;19
10 Comunitat Valenciana;1948M06;2009
10 Comunitat Valenciana;1948M05;1973
10 Comunitat Valenciana;1948M04;2086
10 Comunitat Valenciana;1948M03;2478
10 Comunitat Valenciana;1948M02;2405
10 Comunitat Valenciana;1948M01;2494
10 Comunitat Valenciana;1947M12;2925
10 Comunitat Valenciana;1947M11;2048
10 Comunitat Valenciana;1947M10;1903
10 Comunitat Valenciana;1947M09;1818
10 Comunitat Valenciana;1947M08;1867
10 Comunitat Valenciana;1947M07;201
10 Comunitat Valenciana;1947M06;2008
10 Comunitat Valenciana;1947M05;1976
10 Comunitat Valenciana;1947M04;2108
10 Comunitat Valenciana;1947M03;246
10 Comunitat Valenciana;1947M02;3078
10 Comunitat Valenciana;1947M01;3087
10 Comunitat Valenciana;1946M12;27
10 Comunitat Valenciana;1946M11;2167
10 Comunitat Valenciana;1946M10;2072
10 Comunitat Valenciana;1946M09;1928
10 Comunitat Valenciana;1946M08;2201
10 Comunitat Valenciana;1946M07;2181
10 Comunitat Valenciana;1946M06;21
10 Comunitat Valenciana;1946M05;2266
10 Comunitat Valenciana;1946M04;2121
10 Comunitat Valenciana;1946M03;2291
10 Comunitat Valenciana;1946M02;2478
10 Comunitat Valenciana;1946M01;2812
10 Comunitat Valenciana;1945M12;2496
10 Comunitat Valenciana;1945M11;1971
10 Comunitat Valenciana;1945M10;1958
10 Comunitat Valenciana;1945M09;178
10 Comunitat Valenciana;1945M08;1876
10 Comunitat Valenciana;1945M07;1944
10 Comunitat Valenciana;1945M06;2078
10 Comunitat Valenciana;1945M05;2088
10 Comunitat Valenciana;1945M04;2047
10 Comunitat Valenciana;1945M03;2265
10 Comunitat Valenciana;1945M02;2378
10 Comunitat Valenciana;1945M01;3617
10 Comunitat Valenciana;1944M12;2555
10 Comunitat Valenciana;1944M11;2177
10 Comunitat Valenciana;1944M10;2208
10 Comunitat Valenciana;1944M09;1972
10 Comunitat Valenciana;1944M08;216
10 Comunitat Valenciana;1944M07;2315
10 Comunitat Valenciana;1944M06;2219
10 Comunitat Valenciana;1944M05;2057
10 Comunitat Valenciana;1944M04;1927
10 Comunitat Valenciana;1944M03;2708
10 Comunitat Valenciana;1944M02;2718
10 Comunitat Valenciana;1944M01;3613
10 Comunitat Valenciana;1943M12;3276
10 Comunitat Valenciana;1943M11;2474
10 Comunitat Valenciana;1943M10;223
10 Comunitat Valenciana;1943M09;1922
10 Comunitat Valenciana;1943M08;2089
10 Comunitat Valenciana;1943M07;2235
10 Comunitat Valenciana;1943M06;2125
10 Comunitat Valenciana;1943M05;2246
10 Comunitat Valenciana;1943M04;2067
10 Comunitat Valenciana;1943M03;2359
10 Comunitat Valenciana;1943M02;2222
10 Comunitat Valenciana;1943M01;2763
10 Comunitat Valenciana;1942M12;2709
10 Comunitat Valenciana;1942M11;2334
10 Comunitat Valenciana;1942M10;2169
10 Comunitat Valenciana;1942M09;2111
10 Comunitat Valenciana;1942M08;2287
10 Comunitat Valenciana;1942M07;2287
10 Comunitat Valenciana;1942M06;244
10 Comunitat Valenciana;1942M05;2406
10 Comunitat Valenciana;1942M04;2338
10 Comunitat Valenciana;1942M03;3096
10 Comunitat Valenciana;1942M02;2891
10 Comunitat Valenciana;1942M01;326
10 Comunitat Valenciana;1941M12;3025
10 Comunitat Valenciana;1941M11;2729
10 Comunitat Valenciana;1941M10;2531
10 Comunitat Valenciana;1941M09;2446
10 Comunitat Valenciana;1941M08;2766
10 Comunitat Valenciana;1941M07;2875
10 Comunitat Valenciana;1941M06;2766
10 Comunitat Valenciana;1941M05;2779
10 Comunitat Valenciana;1941M04;2846
10 Comunitat Valenciana;1941M03;3539
10 Comunitat Valenciana;1941M02;3013
10 Comunitat Valenciana;1941M01;3899
11 Extremadura;1974M12;1338
11 Extremadura;1974M11;894
11 Extremadura;1974M10;773
11 Extremadura;1974M09;644
11 Extremadura;1974M08;740
11 Extremadura;1974M07;898
11 Extremadura;1974M06;637
11 Extremadura;1974M05;836
11 Extremadura;1974M04;819
11 Extremadura;1974M03;935
11 Extremadura;1974M02;905
11 Extremadura;1974M01;115
11 Extremadura;1973M12;108
11 Extremadura;1973M11;784
11 Extremadura;1973M10;707
11 Extremadura;1973M09;609
11 Extremadura;1973M08;789
11 Extremadura;1973M07;731
11 Extremadura;1973M06;686
11 Extremadura;1973M05;719
11 Extremadura;1973M04;797
11 Extremadura;1973M03;941
11 Extremadura;1973M02;1068
11 Extremadura;1973M01;1353
11 Extremadura;1972M12;997
11 Extremadura;1972M11;808
11 Extremadura;1972M10;733
11 Extremadura;1972M09;695
11 Extremadura;1972M08;695
11 Extremadura;1972M07;757
11 Extremadura;1972M06;725
11 Extremadura;1972M05;864
11 Extremadura;1972M04;804
11 Extremadura;1972M03;771
11 Extremadura;1972M02;1023
11 Extremadura;1972M01;1084
11 Extremadura;1971M12;1236
11 Extremadura;1971M11;1122
11 Extremadura;1971M10;798
11 Extremadura;1971M09;708
11 Extremadura;1971M08;674
11 Extremadura;1971M07;801
11 Extremadura;1971M06;781
11 Extremadura;1971M05;757
11 Extremadura;1971M04;901
11 Extremadura;1971M03;956
11 Extremadura;1971M02;1006
11 Extremadura;1971M01;1225
11 Extremadura;1970M12;1139
11 Extremadura;1970M11;806
11 Extremadura;1970M10;785
11 Extremadura;1970M09;733
11 Extremadura;1970M08;737
11 Extremadura;1970M07;722
11 Extremadura;1970M06;751
11 Extremadura;1970M05;880
11 Extremadura;1970M04;884
11 Extremadura;1970M03;1029
11 Extremadura;1970M02;927
11 Extremadura;1970M01;1141
11 Extremadura;1969M12;1395
11 Extremadura;1969M11;1144
11 Extremadura;1969M10;779
11 Extremadura;1969M09;757
11 Extremadura;1969M08;667
11 Extremadura;1969M07;867
11 Extremadura;1969M06;804
11 Extremadura;1969M05;783
11 Extremadura;1969M04;945
11 Extremadura;1969M03;1057
11 Extremadura;1969M02;957
11 Extremadura;1969M01;1163
11 Extremadura;1968M12;974
11 Extremadura;1968M11;786
11 Extremadura;1968M10;837
11 Extremadura;1968M09;674
11 Extremadura;1968M08;769
11 Extremadura;1968M07;796
11 Extremadura;1968M06;816
11 Extremadura;1968M05;829
11 Extremadura;1968M04;834
11 Extremadura;1968M03;1372
11 Extremadura;1968M02;112
11 Extremadura;1968M01;1152
11 Extremadura;1967M12;1207
11 Extremadura;1967M11;853
11 Extremadura;1967M10;827
11 Extremadura;1967M09;647
11 Extremadura;1967M08;724
11 Extremadura;1967M07;811
11 Extremadura;1967M06;740
11 Extremadura;1967M05;873
11 Extremadura;1967M04;832
11 Extremadura;1967M03;967
11 Extremadura;1967M02;1103
11 Extremadura;1967M01;1235
11 Extremadura;1966M12;1178
11 Extremadura;1966M11;934
11 Extremadura;1966M10;767
11 Extremadura;1966M09;691
11 Extremadura;1966M08;706
11 Extremadura;1966M07;845
11 Extremadura;1966M06;759
11 Extremadura;1966M05;992
11 Extremadura;1966M04;952
11 Extremadura;1966M03;1038
11 Extremadura;1966M02;953
11 Extremadura;1966M01;106
11 Extremadura;1965M12;1114
11 Extremadura;1965M11;873
11 Extremadura;1965M10;832
11 Extremadura;1965M09;741
11 Extremadura;1965M08;791
11 Extremadura;1965M07;683
11 Extremadura;1965M06;849
11 Extremadura;1965M05;816
11 Extremadura;1965M04;899
11 Extremadura;1965M03;1113
11 Extremadura;1965M02;1007
11 Extremadura;1965M01;1309
11 Extremadura;1964M12;1195
11 Extremadura;1964M11;895
11 Extremadura;1964M10;797
11 Extremadura;1964M09;718
11 Extremadura;1964M08;822
11 Extremadura;1964M07;898
11 Extremadura;1964M06;814
11 Extremadura;1964M05;923
11 Extremadura;1964M04;964
11 Extremadura;1964M03;1139
11 Extremadura;1964M02;1227
11 Extremadura;1964M01;1329
11 Extremadura;1963M12;124
11 Extremadura;1963M11;848
11 Extremadura;1963M10;841
11 Extremadura;1963M09;768
11 Extremadura;1963M08;779
11 Extremadura;1963M07;859
11 Extremadura;1963M06;984
11 Extremadura;1963M05;968
11 Extremadura;1963M04;1059
11 Extremadura;1963M03;1274
11 Extremadura;1963M02;1353
11 Extremadura;1963M01;1263
11 Extremadura;1962M12;1269
11 Extremadura;1962M11;1062
11 Extremadura;1962M10;785
11 Extremadura;1962M09;773
11 Extremadura;1962M08;859
11 Extremadura;1962M07;796
11 Extremadura;1962M06;939
11 Extremadura;1962M05;909
11 Extremadura;1962M04;923
11 Extremadura;1962M03;1134
11 Extremadura;1962M02;1145
11 Extremadura;1962M01;1454
11 Extremadura;1961M12;1188
11 Extremadura;1961M11;952
11 Extremadura;1961M10;856
11 Extremadura;1961M09;765
11 Extremadura;1961M08;899
11 Extremadura;1961M07;898
11 Extremadura;1961M06;980
11 Extremadura;1961M05;1055
11 Extremadura;1961M04;986
11 Extremadura;1961M03;1015
11 Extremadura;1961M02;1035
11 Extremadura;1961M01;125
11 Extremadura;1960M12;13
11 Extremadura;1960M11;954
11 Extremadura;1960M10;913
11 Extremadura;1960M09;830
11 Extremadura;1960M08;855
11 Extremadura;1960M07;975
11 Extremadura;1960M06;1009
11 Extremadura;1960M05;909
11 Extremadura;1960M04;956
11 Extremadura;1960M03;1083
11 Extremadura;1960M02;1135
11 Extremadura;1960M01;124
11 Extremadura;1959M12;1155
11 Extremadura;1959M11;958
11 Extremadura;1959M10;891
11 Extremadura;1959M09;873
11 Extremadura;1959M08;884
11 Extremadura;1959M07;1188
11 Extremadura;1959M06;1189
11 Extremadura;1959M05;1132
11 Extremadura;1959M04;1255
11 Extremadura;1959M03;1216
11 Extremadura;1959M02;1198
11 Extremadura;1959M01;129
11 Extremadura;1958M12;1183
11 Extremadura;1958M11;993
11 Extremadura;1958M10;936
11 Extremadura;1958M09;842
11 Extremadura;1958M08;1
11 Extremadura;1958M07;1014
11 Extremadura;1958M06;1044
11 Extremadura;1958M05;924
11 Extremadura;1958M04;1012
11 Extremadura;1958M03;1006
11 Extremadura;1958M02;976
11 Extremadura;1958M01;1325
11 Extremadura;1957M12;1318
11 Extremadura;1957M11;1517
11 Extremadura;1957M10;1287
11 Extremadura;1957M09;890
11 Extremadura;1957M08;102
11 Extremadura;1957M07;1064
11 Extremadura;1957M06;1041
11 Extremadura;1957M05;907
11 Extremadura;1957M04;982
11 Extremadura;1957M03;1187
11 Extremadura;1957M02;1288
11 Extremadura;1957M01;1572
11 Extremadura;1956M12;1203
11 Extremadura;1956M11;998
11 Extremadura;1956M10;1006
11 Extremadura;1956M09;936
11 Extremadura;1956M08;932
11 Extremadura;1956M07;1201
11 Extremadura;1956M06;1133
11 Extremadura;1956M05;1077
11 Extremadura;1956M04;978
11 Extremadura;1956M03;1165
11 Extremadura;1956M02;1582
11 Extremadura;1956M01;1325
11 Extremadura;1955M12;1234
11 Extremadura;1955M11;1136
11 Extremadura;1955M10;102
11 Extremadura;1955M09;909
11 Extremadura;1955M08;1
11 Extremadura;1955M07;1094
11 Extremadura;1955M06;1315
11 Extremadura;1955M05;1135
11 Extremadura;1955M04;954
11 Extremadura;1955M03;1322
11 Extremadura;1955M02;1177
11 Extremadura;1955M01;1244
11 Extremadura;1954M12;1266
11 Extremadura;1954M11;1011
11 Extremadura;1954M10;977
11 Extremadura;1954M09;1001
11 Extremadura;1954M08;999
11 Extremadura;1954M07;1278
11 Extremadura;1954M06;1128
11 Extremadura;1954M05;965
11 Extremadura;1954M04;989
11 Extremadura;1954M03;1049
11 Extremadura;1954M02;1143
11 Extremadura;1954M01;1351
11 Extremadura;1953M12;1071
11 Extremadura;1953M11;1042
11 Extremadura;1953M10;1012
11 Extremadura;1953M09;982
11 Extremadura;1953M08;1033
11 Extremadura;1953M07;1119
11 Extremadura;1953M06;1006
11 Extremadura;1953M05;1054
11 Extremadura;1953M04;111
11 Extremadura;1953M03;1339
11 Extremadura;1953M02;1191
11 Extremadura;1953M01;1419
11 Extremadura;1952M12;108
11 Extremadura;1952M11;997
11 Extremadura;1952M10;973
11 Extremadura;1952M09;839
11 Extremadura;1952M08;951
11 Extremadura;1952M07;1295
11 Extremadura;1952M06;1291
11 Extremadura;1952M05;1195
11 Extremadura;1952M04;1145
11 Extremadura;1952M03;1254
11 Extremadura;1952M02;1236
11 Extremadura;1952M01;1423
11 Extremadura;1951M12;1187
11 Extremadura;1951M11;1112
11 Extremadura;1951M10;1028
11 Extremadura;1951M09;1045
11 Extremadura;1951M08;1079
11 Extremadura;1951M07;1302
11 Extremadura;1951M06;119
11 Extremadura;1951M05;1098
11 Extremadura;1951M04;1128
11 Extremadura;1951M03;1684
11 Extremadura;1951M02;2559
11 Extremadura;1951M01;153
