Comunidades y Ciudades Autónomas;Periodo;Total
11 Extremadura;1950M12;1363
11 Extremadura;1950M11;1187
11 Extremadura;1950M10;1082
11 Extremadura;1950M09;998
11 Extremadura;1950M08;1131
11 Extremadura;1950M07;1373
11 Extremadura;1950M06;1314
11 Extremadura;1950M05;1246
11 Extremadura;1950M04;1198
11 Extremadura;1950M03;1176
11 Extremadura;1950M02;1264
11 Extremadura;1950M01;1414
11 Extremadura;1949M12;149
11 Extremadura;1949M11;1294
11 Extremadura;1949M10;1223
11 Extremadura;1949M09;107
11 Extremadura;1949M08;1201
11 Extremadura;1949M07;1388
11 Extremadura;1949M06;1383
11 Extremadura;1949M05;1444
11 Extremadura;1949M04;1301
11 Extremadura;1949M03;1388
11 Extremadura;1949M02;1207
11 Extremadura;1949M01;1346
11 Extremadura;1948M12;1262
11 Extremadura;1948M11;1209
11 Extremadura;1948M10;1163
11 Extremadura;1948M09;1048
11 Extremadura;1948M08;1059
11 Extremadura;1948M07;1372
11 Extremadura;1948M06;1598
11 Extremadura;1948M05;1439
11 Extremadura;1948M04;1223
11 Extremadura;1948M03;1273
11 Extremadura;1948M02;1272
11 Extremadura;1948M01;1542
11 Extremadura;1947M12;1485
11 Extremadura;1947M11;1153
11 Extremadura;1947M10;1115
11 Extremadura;1947M09;1094
11 Extremadura;1947M08;1109
11 Extremadura;1947M07;1365
11 Extremadura;1947M06;1279
11 Extremadura;1947M05;1205
11 Extremadura;1947M04;1245
11 Extremadura;1947M03;1533
11 Extremadura;1947M02;1561
11 Extremadura;1947M01;177
11 Extremadura;1946M12;1674
11 Extremadura;1946M11;1416
11 Extremadura;1946M10;119
11 Extremadura;1946M09;1193
11 Extremadura;1946M08;1697
11 Extremadura;1946M07;2545
11 Extremadura;1946M06;2165
11 Extremadura;1946M05;1752
11 Extremadura;1946M04;142
11 Extremadura;1946M03;1573
11 Extremadura;1946M02;14
11 Extremadura;1946M01;16
11 Extremadura;1945M12;1483
11 Extremadura;1945M11;1356
11 Extremadura;1945M10;1457
11 Extremadura;1945M09;1316
11 Extremadura;1945M08;1289
11 Extremadura;1945M07;1419
11 Extremadura;1945M06;1495
11 Extremadura;1945M05;1409
11 Extremadura;1945M04;1189
11 Extremadura;1945M03;1442
11 Extremadura;1945M02;1318
11 Extremadura;1945M01;1638
11 Extremadura;1944M12;1314
11 Extremadura;1944M11;1271
11 Extremadura;1944M10;1432
11 Extremadura;1944M09;1204
11 Extremadura;1944M08;1384
11 Extremadura;1944M07;1643
11 Extremadura;1944M06;186
11 Extremadura;1944M05;1313
11 Extremadura;1944M04;1046
11 Extremadura;1944M03;1401
11 Extremadura;1944M02;1521
11 Extremadura;1944M01;171
11 Extremadura;1943M12;1429
11 Extremadura;1943M11;1419
11 Extremadura;1943M10;1334
11 Extremadura;1943M09;1282
11 Extremadura;1943M08;1633
11 Extremadura;1943M07;177
11 Extremadura;1943M06;2147
11 Extremadura;1943M05;1656
11 Extremadura;1943M04;1339
11 Extremadura;1943M03;1561
11 Extremadura;1943M02;1465
11 Extremadura;1943M01;1634
11 Extremadura;1942M12;1574
11 Extremadura;1942M11;1659
11 Extremadura;1942M10;172
11 Extremadura;1942M09;1503
11 Extremadura;1942M08;1895
11 Extremadura;1942M07;2197
11 Extremadura;1942M06;1844
11 Extremadura;1942M05;1394
11 Extremadura;1942M04;1634
11 Extremadura;1942M03;186
11 Extremadura;1942M02;1782
11 Extremadura;1942M01;2109
11 Extremadura;1941M12;2157
11 Extremadura;1941M11;2349
11 Extremadura;1941M10;2499
11 Extremadura;1941M09;2499
11 Extremadura;1941M08;3313
11 Extremadura;1941M07;3906
11 Extremadura;1941M06;2886
11 Extremadura;1941M05;3378
11 Extremadura;1941M04;3784
11 Extremadura;1941M03;3811
11 Extremadura;1941M02;2978
11 Extremadura;1941M01;3135
12 Galicia;1974M12;3178
12 Galicia;1974M11;2164
12 Galicia;1974M10;2097
12 Galicia;1974M09;172
12 Galicia;1974M08;1769
12 Galicia;1974M07;1795
12 Galicia;1974M06;1719
12 Galicia;1974M05;2037
12 Galicia;1974M04;1982
12 Galicia;1974M03;2375
12 Galicia;1974M02;2233
12 Galicia;1974M01;2578
12 Galicia;1973M12;2548
12 Galicia;1973M11;1959
12 Galicia;1973M10;1967
12 Galicia;1973M09;1683
12 Galicia;1973M08;1831
12 Galicia;1973M07;179
12 Galicia;1973M06;1756
12 Galicia;1973M05;1841
12 Galicia;1973M04;1989
12 Galicia;1973M03;2186
12 Galicia;1973M02;2359
12 Galicia;1973M01;3618
12 Galicia;1972M12;2408
12 Galicia;1972M11;1926
12 Galicia;1972M10;1833
12 Galicia;1972M09;1619
12 Galicia;1972M08;1703
12 Galicia;1972M07;1717
12 Galicia;1972M06;1689
12 Galicia;1972M05;2004
12 Galicia;1972M04;2015
12 Galicia;1972M03;2369
12 Galicia;1972M02;2405
12 Galicia;1972M01;2796
12 Galicia;1971M12;2715
12 Galicia;1971M11;2134
12 Galicia;1971M10;1883
12 Galicia;1971M09;1905
12 Galicia;1971M08;1895
12 Galicia;1971M07;1827
12 Galicia;1971M06;1824
12 Galicia;1971M05;1922
12 Galicia;1971M04;2111
12 Galicia;1971M03;2462
12 Galicia;1971M02;2444
12 Galicia;1971M01;3064
12 Galicia;1970M12;2326
12 Galicia;1970M11;2006
12 Galicia;1970M10;1842
12 Galicia;1970M09;1735
12 Galicia;1970M08;1667
12 Galicia;1970M07;1698
12 Galicia;1970M06;1662
12 Galicia;1970M05;1972
12 Galicia;1970M04;2029
12 Galicia;1970M03;2498
12 Galicia;1970M02;2186
12 Galicia;1970M01;2595
12 Galicia;1969M12;2757
12 Galicia;1969M11;2579
12 Galicia;1969M10;2047
12 Galicia;1969M09;1652
12 Galicia;1969M08;1659
12 Galicia;1969M07;1851
12 Galicia;1969M06;1823
12 Galicia;1969M05;2029
12 Galicia;1969M04;2038
12 Galicia;1969M03;2318
12 Galicia;1969M02;2333
12 Galicia;1969M01;2556
12 Galicia;1968M12;2277
12 Galicia;1968M11;1864
12 Galicia;1968M10;1677
12 Galicia;1968M09;1619
12 Galicia;1968M08;1639
12 Galicia;1968M07;1664
12 Galicia;1968M06;1683
12 Galicia;1968M05;1829
12 Galicia;1968M04;2109
12 Galicia;1968M03;2601
12 Galicia;1968M02;256
12 Galicia;1968M01;2622
12 Galicia;1967M12;246
12 Galicia;1967M11;1934
12 Galicia;1967M10;1617
12 Galicia;1967M09;1714
12 Galicia;1967M08;1667
12 Galicia;1967M07;162
12 Galicia;1967M06;1635
12 Galicia;1967M05;1974
12 Galicia;1967M04;1985
12 Galicia;1967M03;2113
12 Galicia;1967M02;2173
12 Galicia;1967M01;2635
12 Galicia;1966M12;2386
12 Galicia;1966M11;2119
12 Galicia;1966M10;1828
12 Galicia;1966M09;163
12 Galicia;1966M08;1589
12 Galicia;1966M07;1755
12 Galicia;1966M06;1767
12 Galicia;1966M05;2304
12 Galicia;1966M04;2389
12 Galicia;1966M03;2313
12 Galicia;1966M02;2073
12 Galicia;1966M01;2326
12 Galicia;1965M12;2302
12 Galicia;1965M11;186
12 Galicia;1965M10;1679
12 Galicia;1965M09;1562
12 Galicia;1965M08;1645
12 Galicia;1965M07;1629
12 Galicia;1965M06;1606
12 Galicia;1965M05;1942
12 Galicia;1965M04;2003
12 Galicia;1965M03;26
12 Galicia;1965M02;223
12 Galicia;1965M01;2461
12 Galicia;1964M12;2266
12 Galicia;1964M11;1955
12 Galicia;1964M10;1795
12 Galicia;1964M09;1499
12 Galicia;1964M08;173
12 Galicia;1964M07;162
12 Galicia;1964M06;1611
12 Galicia;1964M05;1774
12 Galicia;1964M04;2211
12 Galicia;1964M03;2447
12 Galicia;1964M02;2313
12 Galicia;1964M01;2536
12 Galicia;1963M12;2376
12 Galicia;1963M11;1793
12 Galicia;1963M10;1628
12 Galicia;1963M09;172
12 Galicia;1963M08;1607
12 Galicia;1963M07;1777
12 Galicia;1963M06;1697
12 Galicia;1963M05;2076
12 Galicia;1963M04;2256
12 Galicia;1963M03;2587
12 Galicia;1963M02;2771
12 Galicia;1963M01;2507
12 Galicia;1962M12;2531
12 Galicia;1962M11;1979
12 Galicia;1962M10;1767
12 Galicia;1962M09;1555
12 Galicia;1962M08;1593
12 Galicia;1962M07;1591
12 Galicia;1962M06;1702
12 Galicia;1962M05;1844
12 Galicia;1962M04;2101
12 Galicia;1962M03;2438
12 Galicia;1962M02;2888
12 Galicia;1962M01;2959
12 Galicia;1961M12;2198
12 Galicia;1961M11;2006
12 Galicia;1961M10;186
12 Galicia;1961M09;1658
12 Galicia;1961M08;1641
12 Galicia;1961M07;1613
12 Galicia;1961M06;1716
12 Galicia;1961M05;1773
12 Galicia;1961M04;1849
12 Galicia;1961M03;1968
12 Galicia;1961M02;2094
12 Galicia;1961M01;2683
12 Galicia;1960M12;2554
12 Galicia;1960M11;1936
12 Galicia;1960M10;1846
12 Galicia;1960M09;1636
12 Galicia;1960M08;1578
12 Galicia;1960M07;1606
12 Galicia;1960M06;1639
12 Galicia;1960M05;193
12 Galicia;1960M04;2069
12 Galicia;1960M03;2255
12 Galicia;1960M02;2522
12 Galicia;1960M01;2446
12 Galicia;1959M12;229
12 Galicia;1959M11;186
12 Galicia;1959M10;1797
12 Galicia;1959M09;1758
12 Galicia;1959M08;174
12 Galicia;1959M07;1676
12 Galicia;1959M06;1747
12 Galicia;1959M05;2081
12 Galicia;1959M04;2253
12 Galicia;1959M03;23
12 Galicia;1959M02;2084
12 Galicia;1959M01;2331
12 Galicia;1958M12;2276
12 Galicia;1958M11;184
12 Galicia;1958M10;186
12 Galicia;1958M09;1666
12 Galicia;1958M08;1541
12 Galicia;1958M07;1742
12 Galicia;1958M06;1784
12 Galicia;1958M05;1759
12 Galicia;1958M04;2016
12 Galicia;1958M03;2139
12 Galicia;1958M02;2006
12 Galicia;1958M01;2635
12 Galicia;1957M12;2946
12 Galicia;1957M11;325
12 Galicia;1957M10;2267
12 Galicia;1957M09;183
12 Galicia;1957M08;1722
12 Galicia;1957M07;1659
12 Galicia;1957M06;1689
12 Galicia;1957M05;1806
12 Galicia;1957M04;1848
12 Galicia;1957M03;2151
12 Galicia;1957M02;2121
12 Galicia;1957M01;2561
12 Galicia;1956M12;2424
12 Galicia;1956M11;2105
12 Galicia;1956M10;1767
12 Galicia;1956M09;1667
12 Galicia;1956M08;1624
12 Galicia;1956M07;1687
12 Galicia;1956M06;1743
12 Galicia;1956M05;2031
12 Galicia;1956M04;2142
12 Galicia;1956M03;2642
12 Galicia;1956M02;3174
12 Galicia;1956M01;2931
12 Galicia;1955M12;2502
12 Galicia;1955M11;2277
12 Galicia;1955M10;2006
12 Galicia;1955M09;173
12 Galicia;1955M08;177
12 Galicia;1955M07;1629
12 Galicia;1955M06;1639
12 Galicia;1955M05;1935
12 Galicia;1955M04;1976
12 Galicia;1955M03;3006
12 Galicia;1955M02;2548
12 Galicia;1955M01;2729
12 Galicia;1954M12;247
12 Galicia;1954M11;2039
12 Galicia;1954M10;1735
12 Galicia;1954M09;1652
12 Galicia;1954M08;1748
12 Galicia;1954M07;1738
12 Galicia;1954M06;1847
12 Galicia;1954M05;1902
12 Galicia;1954M04;2131
12 Galicia;1954M03;2344
12 Galicia;1954M02;2466
12 Galicia;1954M01;2372
12 Galicia;1953M12;2088
12 Galicia;1953M11;2033
12 Galicia;1953M10;1914
12 Galicia;1953M09;1795
12 Galicia;1953M08;178
12 Galicia;1953M07;1755
12 Galicia;1953M06;1774
12 Galicia;1953M05;2053
12 Galicia;1953M04;2091
12 Galicia;1953M03;2665
12 Galicia;1953M02;2518
12 Galicia;1953M01;2866
12 Galicia;1952M12;2344
12 Galicia;1952M11;2112
12 Galicia;1952M10;1882
12 Galicia;1952M09;1799
12 Galicia;1952M08;1916
12 Galicia;1952M07;179
12 Galicia;1952M06;186
12 Galicia;1952M05;2202
12 Galicia;1952M04;2327
12 Galicia;1952M03;249
12 Galicia;1952M02;2596
12 Galicia;1952M01;2789
12 Galicia;1951M12;2466
12 Galicia;1951M11;2239
12 Galicia;1951M10;2114
12 Galicia;1951M09;1913
12 Galicia;1951M08;1833
12 Galicia;1951M07;1906
12 Galicia;1951M06;1944
12 Galicia;1951M05;2446
12 Galicia;1951M04;2614
12 Galicia;1951M03;3718
12 Galicia;1951M02;6
12 Galicia;1951M01;4326
12 Galicia;1950M12;3086
12 Galicia;1950M11;2334
12 Galicia;1950M10;221
12 Galicia;1950M09;228
12 Galicia;1950M08;2336
12 Galicia;1950M07;225
12 Galicia;1950M06;2111
12 Galicia;1950M05;2422
12 Galicia;1950M04;2483
12 Galicia;1950M03;2578
12 Galicia;1950M02;274
12 Galicia;1950M01;3127
12 Galicia;1949M12;3102
12 Galicia;1949M11;286
12 Galicia;1949M10;2353
12 Galicia;1949M09;2239
12 Galicia;1949M08;2579
12 Galicia;1949M07;2604
12 Galicia;1949M06;2309
12 Galicia;1949M05;2381
12 Galicia;1949M04;2454
12 Galicia;1949M03;3213
12 Galicia;1949M02;2877
12 Galicia;1949M01;3086
12 Galicia;1948M12;2784
12 Galicia;1948M11;2543
12 Galicia;1948M10;2391
12 Galicia;1948M09;2284
12 Galicia;1948M08;2317
12 Galicia;1948M07;238
12 Galicia;1948M06;2363
12 Galicia;1948M05;243
12 Galicia;1948M04;2494
12 Galicia;1948M03;2729
12 Galicia;1948M02;2977
12 Galicia;1948M01;3194
12 Galicia;1947M12;3324
12 Galicia;1947M11;2416
12 Galicia;1947M10;2538
12 Galicia;1947M09;2432
12 Galicia;1947M08;2328
12 Galicia;1947M07;2088
12 Galicia;1947M06;21
12 Galicia;1947M05;2566
12 Galicia;1947M04;3012
12 Galicia;1947M03;3801
12 Galicia;1947M02;384
12 Galicia;1947M01;4055
12 Galicia;1946M12;3283
12 Galicia;1946M11;2847
12 Galicia;1946M10;2789
12 Galicia;1946M09;2574
12 Galicia;1946M08;278
12 Galicia;1946M07;227
12 Galicia;1946M06;2568
12 Galicia;1946M05;2788
12 Galicia;1946M04;2714
12 Galicia;1946M03;3243
12 Galicia;1946M02;2968
12 Galicia;1946M01;3336
12 Galicia;1945M12;3153
12 Galicia;1945M11;272
12 Galicia;1945M10;2748
12 Galicia;1945M09;2226
12 Galicia;1945M08;2542
12 Galicia;1945M07;2701
12 Galicia;1945M06;2271
12 Galicia;1945M05;2335
12 Galicia;1945M04;2469
12 Galicia;1945M03;2825
12 Galicia;1945M02;2751
12 Galicia;1945M01;4016
12 Galicia;1944M12;3248
12 Galicia;1944M11;2792
12 Galicia;1944M10;2791
12 Galicia;1944M09;2478
12 Galicia;1944M08;2801
12 Galicia;1944M07;2926
12 Galicia;1944M06;2566
12 Galicia;1944M05;2551
12 Galicia;1944M04;2542
12 Galicia;1944M03;36
12 Galicia;1944M02;3522
12 Galicia;1944M01;4691
12 Galicia;1943M12;3883
12 Galicia;1943M11;277
12 Galicia;1943M10;2582
12 Galicia;1943M09;251
12 Galicia;1943M08;2984
12 Galicia;1943M07;3229
12 Galicia;1943M06;2518
12 Galicia;1943M05;2667
12 Galicia;1943M04;2815
12 Galicia;1943M03;3859
12 Galicia;1943M02;3335
12 Galicia;1943M01;3111
12 Galicia;1942M12;3355
12 Galicia;1942M11;2924
12 Galicia;1942M10;2826
12 Galicia;1942M09;2676
12 Galicia;1942M08;2451
12 Galicia;1942M07;2331
12 Galicia;1942M06;2379
12 Galicia;1942M05;2916
12 Galicia;1942M04;3119
12 Galicia;1942M03;3636
12 Galicia;1942M02;3318
12 Galicia;1942M01;4
12 Galicia;1941M12;3811
12 Galicia;1941M11;4151
12 Galicia;1941M10;4591
12 Galicia;1941M09;4023
12 Galicia;1941M08;2785
12 Galicia;1941M07;2735
12 Galicia;1941M06;3122
12 Galicia;1941M05;3678
12 Galicia;1941M04;4899
12 Galicia;1941M03;4732
12 Galicia;1941M02;3733
12 Galicia;1941M01;4558
13 Madrid, Comunidad de;1974M12;3636
13 Madrid, Comunidad de;1974M11;2525
13 Madrid, Comunidad de;1974M10;225
13 Madrid, Comunidad de;1974M09;183
13 Madrid, Comunidad de;1974M08;1831
13 Madrid, Comunidad de;1974M07;2115
13 Madrid, Comunidad de;1974M06;1965
13 Madrid, Comunidad de;1974M05;2287
13 Madrid, Comunidad de;1974M04;2151
13 Madrid, Comunidad de;1974M03;2505
13 Madrid, Comunidad de;1974M02;232
13 Madrid, Comunidad de;1974M01;2723
13 Madrid, Comunidad de;1973M12;2703
13 Madrid, Comunidad de;1973M11;232
13 Madrid, Comunidad de;1973M10;2059
13 Madrid, Comunidad de;1973M09;1805
13 Madrid, Comunidad de;1973M08;2006
13 Madrid, Comunidad de;1973M07;2219
13 Madrid, Comunidad de;1973M06;1807
13 Madrid, Comunidad de;1973M05;2099
13 Madrid, Comunidad de;1973M04;2108
13 Madrid, Comunidad de;1973M03;2382
13 Madrid, Comunidad de;1973M02;2293
13 Madrid, Comunidad de;1973M01;3782
13 Madrid, Comunidad de;1972M12;2696
13 Madrid, Comunidad de;1972M11;2307
13 Madrid, Comunidad de;1972M10;2269
13 Madrid, Comunidad de;1972M09;1764
13 Madrid, Comunidad de;1972M08;1704
13 Madrid, Comunidad de;1972M07;2035
13 Madrid, Comunidad de;1972M06;1931
13 Madrid, Comunidad de;1972M05;2196
13 Madrid, Comunidad de;1972M04;214
13 Madrid, Comunidad de;1972M03;2395
13 Madrid, Comunidad de;1972M02;2551
13 Madrid, Comunidad de;1972M01;2744
13 Madrid, Comunidad de;1971M12;3095
13 Madrid, Comunidad de;1971M11;2715
13 Madrid, Comunidad de;1971M10;1885
13 Madrid, Comunidad de;1971M09;1914
13 Madrid, Comunidad de;1971M08;1718
13 Madrid, Comunidad de;1971M07;2143
13 Madrid, Comunidad de;1971M06;2097
13 Madrid, Comunidad de;1971M05;2122
13 Madrid, Comunidad de;1971M04;2202
13 Madrid, Comunidad de;1971M03;2467
13 Madrid, Comunidad de;1971M02;2322
13 Madrid, Comunidad de;1971M01;2948
13 Madrid, Comunidad de;1970M12;2623
13 Madrid, Comunidad de;1970M11;2301
13 Madrid, Comunidad de;1970M10;1974
13 Madrid, Comunidad de;1970M09;1684
13 Madrid, Comunidad de;1970M08;1661
13 Madrid, Comunidad de;1970M07;2015
13 Madrid, Comunidad de;1970M06;1876
13 Madrid, Comunidad de;1970M05;2205
13 Madrid, Comunidad de;1970M04;227
13 Madrid, Comunidad de;1970M03;2482
13 Madrid, Comunidad de;1970M02;2204
13 Madrid, Comunidad de;1970M01;2603
13 Madrid, Comunidad de;1969M12;2663
13 Madrid, Comunidad de;1969M11;2931
13 Madrid, Comunidad de;1969M10;2288
13 Madrid, Comunidad de;1969M09;1784
13 Madrid, Comunidad de;1969M08;1727
13 Madrid, Comunidad de;1969M07;2232
13 Madrid, Comunidad de;1969M06;1874
13 Madrid, Comunidad de;1969M05;2051
13 Madrid, Comunidad de;1969M04;2194
13 Madrid, Comunidad de;1969M03;2288
13 Madrid, Comunidad de;1969M02;2305
13 Madrid, Comunidad de;1969M01;2409
13 Madrid, Comunidad de;1968M12;2475
13 Madrid, Comunidad de;1968M11;1971
13 Madrid, Comunidad de;1968M10;1734
13 Madrid, Comunidad de;1968M09;1623
13 Madrid, Comunidad de;1968M08;1599
13 Madrid, Comunidad de;1968M07;1952
13 Madrid, Comunidad de;1968M06;1909
13 Madrid, Comunidad de;1968M05;1975
13 Madrid, Comunidad de;1968M04;2009
13 Madrid, Comunidad de;1968M03;2357
13 Madrid, Comunidad de;1968M02;3081
13 Madrid, Comunidad de;1968M01;2527
13 Madrid, Comunidad de;1967M12;2341
13 Madrid, Comunidad de;1967M11;2038
13 Madrid, Comunidad de;1967M10;175
13 Madrid, Comunidad de;1967M09;1628
13 Madrid, Comunidad de;1967M08;158
13 Madrid, Comunidad de;1967M07;2019
13 Madrid, Comunidad de;1967M06;1754
13 Madrid, Comunidad de;1967M05;1915
13 Madrid, Comunidad de;1967M04;1948
13 Madrid, Comunidad de;1967M03;2099
13 Madrid, Comunidad de;1967M02;2452
13 Madrid, Comunidad de;1967M01;2541
13 Madrid, Comunidad de;1966M12;2432
13 Madrid, Comunidad de;1966M11;2154
13 Madrid, Comunidad de;1966M10;171
13 Madrid, Comunidad de;1966M09;1606
13 Madrid, Comunidad de;1966M08;1632
13 Madrid, Comunidad de;1966M07;1791
13 Madrid, Comunidad de;1966M06;1633
13 Madrid, Comunidad de;1966M05;1913
13 Madrid, Comunidad de;1966M04;2081
13 Madrid, Comunidad de;1966M03;2258
13 Madrid, Comunidad de;1966M02;183
13 Madrid, Comunidad de;1966M01;2301
13 Madrid, Comunidad de;1965M12;2215
13 Madrid, Comunidad de;1965M11;1874
13 Madrid, Comunidad de;1965M10;1787
13 Madrid, Comunidad de;1965M09;1524
13 Madrid, Comunidad de;1965M08;1435
13 Madrid, Comunidad de;1965M07;1534
13 Madrid, Comunidad de;1965M06;1768
13 Madrid, Comunidad de;1965M05;1789
13 Madrid, Comunidad de;1965M04;1835
13 Madrid, Comunidad de;1965M03;2376
13 Madrid, Comunidad de;1965M02;2042
13 Madrid, Comunidad de;1965M01;24
13 Madrid, Comunidad de;1964M12;2258
13 Madrid, Comunidad de;1964M11;1898
13 Madrid, Comunidad de;1964M10;1682
13 Madrid, Comunidad de;1964M09;1396
13 Madrid, Comunidad de;1964M08;1404
13 Madrid, Comunidad de;1964M07;171
13 Madrid, Comunidad de;1964M06;1546
13 Madrid, Comunidad de;1964M05;1654
13 Madrid, Comunidad de;1964M04;1847
13 Madrid, Comunidad de;1964M03;2018
13 Madrid, Comunidad de;1964M02;2405
13 Madrid, Comunidad de;1964M01;2309
13 Madrid, Comunidad de;1963M12;2135
13 Madrid, Comunidad de;1963M11;18
13 Madrid, Comunidad de;1963M10;1506
13 Madrid, Comunidad de;1963M09;1329
13 Madrid, Comunidad de;1963M08;135
13 Madrid, Comunidad de;1963M07;1541
13 Madrid, Comunidad de;1963M06;1604
13 Madrid, Comunidad de;1963M05;1786
13 Madrid, Comunidad de;1963M04;1965
13 Madrid, Comunidad de;1963M03;2269
13 Madrid, Comunidad de;1963M02;2627
13 Madrid, Comunidad de;1963M01;2403
13 Madrid, Comunidad de;1962M12;2216
13 Madrid, Comunidad de;1962M11;1888
13 Madrid, Comunidad de;1962M10;15
13 Madrid, Comunidad de;1962M09;129
13 Madrid, Comunidad de;1962M08;1484
13 Madrid, Comunidad de;1962M07;1412
13 Madrid, Comunidad de;1962M06;1726
13 Madrid, Comunidad de;1962M05;1635
13 Madrid, Comunidad de;1962M04;1629
13 Madrid, Comunidad de;1962M03;1839
13 Madrid, Comunidad de;1962M02;1844
13 Madrid, Comunidad de;1962M01;2302
13 Madrid, Comunidad de;1961M12;2442
13 Madrid, Comunidad de;1961M11;1831
13 Madrid, Comunidad de;1961M10;146
13 Madrid, Comunidad de;1961M09;1319
13 Madrid, Comunidad de;1961M08;1182
13 Madrid, Comunidad de;1961M07;1437
13 Madrid, Comunidad de;1961M06;1629
13 Madrid, Comunidad de;1961M05;1565
13 Madrid, Comunidad de;1961M04;1552
13 Madrid, Comunidad de;1961M03;1847
13 Madrid, Comunidad de;1961M02;1875
13 Madrid, Comunidad de;1961M01;2233
13 Madrid, Comunidad de;1960M12;2039
13 Madrid, Comunidad de;1960M11;1559
13 Madrid, Comunidad de;1960M10;1602
13 Madrid, Comunidad de;1960M09;1248
13 Madrid, Comunidad de;1960M08;1252
13 Madrid, Comunidad de;1960M07;1366
13 Madrid, Comunidad de;1960M06;1429
13 Madrid, Comunidad de;1960M05;1817
13 Madrid, Comunidad de;1960M04;1489
13 Madrid, Comunidad de;1960M03;1554
13 Madrid, Comunidad de;1960M02;214
13 Madrid, Comunidad de;1960M01;2203
13 Madrid, Comunidad de;1959M12;1732
13 Madrid, Comunidad de;1959M11;1668
13 Madrid, Comunidad de;1959M10;1428
13 Madrid, Comunidad de;1959M09;1135
13 Madrid, Comunidad de;1959M08;124
13 Madrid, Comunidad de;1959M07;1555
13 Madrid, Comunidad de;1959M06;1581
13 Madrid, Comunidad de;1959M05;1479
13 Madrid, Comunidad de;1959M04;1668
13 Madrid, Comunidad de;1959M03;234
13 Madrid, Comunidad de;1959M02;1825
13 Madrid, Comunidad de;1959M01;194
13 Madrid, Comunidad de;1958M12;1938
13 Madrid, Comunidad de;1958M11;161
13 Madrid, Comunidad de;1958M10;1382
13 Madrid, Comunidad de;1958M09;1344
13 Madrid, Comunidad de;1958M08;1278
13 Madrid, Comunidad de;1958M07;1463
13 Madrid, Comunidad de;1958M06;1245
13 Madrid, Comunidad de;1958M05;1482
